Place,Date_start,Date_end,Type_of_Exchange,Currency_From,Amount_From,Currency_To,Amount_To,Notes,Source
Louny,1463.07.02,,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",38,205,97
Louny,1463.08.20,,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",38,205,97
Krumau,1463.10.16,,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",35,205,97
Krumau,1464.04.23,,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",35,205,97
Prague,1469,,Accounting,"Rhineland, rheingulden of",1,"Prague, groschen of",18,205,239
Louny,1469.03.06,,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",51,205,97
Bohemia,1469.06.05,,Official (recalculated),"Rhineland, rheingulden of",1,"Prague, groschen of",18,205,97
Louny,1469.07.15,,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",60,205,97
Krumau,1469.10.16,,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",55,205,97
Prague,1470,,Accounting,"Rhineland, rheingulden of",1,"Prague, groschen of",38,205,239
Louny,1470.03.24,,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",38,205,97
Louny,1470.09.15,,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",45,205,97
Prague,1471,,Accounting,"Rhineland, rheingulden of",1,"Prague, groschen of",24.8,205,239
Empire,1471,,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",21,205,97
Louny,1471.01.19,,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",45,205,97
Louny,1471.04.27,,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",45,205,97
Louny,1471.09.14,,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",45,205,97
Prague,1472,,Accounting,"Rhineland, rheingulden of",1,"Prague, groschen of",18,205,239
Prague,1474,,Accounting,"Rhineland, rheingulden of",1,"Prague, groschen of",23.5,205,239
Prague,1477,,Accounting,"Rhineland, rheingulden of",1,"Prague, groschen of",22.8,205,239
Kutna Hora,1477.08,,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",22,205,97
Kutna Hora,1477.10,,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",22,205,97
Prague,1478,,Accounting,"Rhineland, rheingulden of",1,"Prague, groschen of",23,205,239
Krumau,1478.05.14,,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",22,205,97
Krumau,1478.05.23,,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",21.5,205,97
Krumau,1478.08.14,,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",23,205,97
Prague,1485,,Official,"Rhineland, rheingulden of",1,"Prague, groschen of",20,205,239
Prague,1485,,Official,"Rhineland, rheingulden of",1,"Prague, groschen of",21.5,205,239
Kutna Hora,1485.03.12,1485.03.20,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",20,205,239
Bohemia,1485.10.11,1485.10.13,Official (recalculated),"Rhineland, rheingulden of",1,"Prague, groschen of",21.5,205,239
Prague,1486,,Accounting,"Rhineland, rheingulden of",1,"Prague, groschen of",22,205,239
Prague,1486,,Official,"Rhineland, rheingulden of",1,"Prague, groschen of",22,205,239
Prague,1494,,Accounting,"Rhineland, rheingulden of",1,"Prague, groschen of",22,205,239
Meissen,1495,,Recalculated,"Rhineland, rheingulden of",1,"Prague, groschen of",24,205,97
Prague,1500,,Accounting,"Rhineland, rheingulden of",1,"Prague, groschen of",22,205,239
Krumau,1478.05.14,,Recalculated,"Rhineland, rheingulden of",1,"Meissen, groschen of",44,205,97
Krumau,1478.05.23,,Recalculated,"Rhineland, rheingulden of",1,"Meissen, groschen of",43,205,97
Krumau,1478.08.14,,Recalculated,"Rhineland, rheingulden of",1,"Meissen, groschen of",46,205,97
Saxony,1444,,Recalculated,"Rhineland, rheingulden of",1,"Saxony, pfennig of",180,205,167
Saxony,1457,,Recalculated,"Rhineland, rheingulden of",1,"Saxony, pfennig of",180,205,167
Saxony,1465,,Recalculated,"Rhineland, rheingulden of",1,"Saxony, pfennig of",180,205,167
Saxony,1474,1475,Recalculated,"Rhineland, rheingulden of",1,"Saxony, pfennig of",180,205,167
Saxony,1482,,Recalculated,"Rhineland, rheingulden of",1,"Saxony, pfennig of",240,205,167
Saxony,1490,,Recalculated,"Rhineland, rheingulden of",1,"Saxony, pfennig of",252,205,167
Saxony,1492,1493,Recalculated,"Rhineland, rheingulden of",1,"Saxony, pfennig of",252,205,167
Bremen,1405,1406,(Uncertain),"Rhineland, rheingulden of",1,"Bremen, grote of",16,205,462
Bremen,1416,,(Uncertain),"Rhineland, rheingulden of",1,"Bremen, grote of",19,205,462
Bremen,1436,,(Uncertain),"Rhineland, rheingulden of",1,"Bremen, grote of",29,205,462
Bremen,1439,,(Uncertain),"Rhineland, rheingulden of",1,"Bremen, grote of",32,205,462
Bremen,1464,,(Uncertain),"Rhineland, rheingulden of",1,"Bremen, grote of",34,205,462
Bremen,1466,,(Uncertain),"Rhineland, rheingulden of",1,"Bremen, grote of",33,205,462
L?beck,1371,,Commercial,"Rhineland, rheingulden of",1,"L?beck, schilling of",10,205,402
L?beck,1371,,Commercial,"Rhineland, rheingulden of",1,"L?beck, schilling of",10,205,469
L?beck,1387,,Commercial,"Rhineland, rheingulden of",1,"L?beck, schilling of",11,205,402
L?beck,1389,,Commercial,"Rhineland, rheingulden of",1,"L?beck, schilling of",12,205,402
L?beck,1389,,Commercial,"Rhineland, rheingulden of",1,"L?beck, schilling of",12,205,469
L?beck,1403,,Commercial,"Rhineland, rheingulden of",1,"L?beck, schilling of",13,205,259
L?beck,1403,,Official,"Rhineland, rheingulden of",1,"L?beck, schilling of",13,205,469
L?beck,1406,,Official,"Rhineland, rheingulden of",1,"L?beck, schilling of",14.33,205,259
L?beck,1410,,Official,"Rhineland, rheingulden of",1,"L?beck, schilling of",13.5,205,259
L?beck,1410,1418,Commercial,"Rhineland, rheingulden of",1,"L?beck, schilling of",14,205,469
L?beck,1423,1424,Commercial,"Rhineland, rheingulden of",1,"L?beck, schilling of",16,205,469
L?beck,1424,,Commercial,"Rhineland, rheingulden of",1,"L?beck, schilling of",16,205,259
L?beck,1432,1433,Commercial,"Rhineland, rheingulden of",1,"L?beck, schilling of",20,205,259
L?beck,1435,,Bill of exchange,"Rhineland, rheingulden of",1,"L?beck, schilling of",20,205,376
L?beck,1441,,Official,"Rhineland, rheingulden of",1,"L?beck, schilling of",20.75,205,259
L?beck,1441,1450,Commercial,"Rhineland, rheingulden of",1,"L?beck, schilling of",21,205,469
Denmark,1448.05.19,,Loan,"Rhineland, rheingulden of",1,"L?beck, schilling of",24,205,346
L?beck,1450,,Commercial,"Rhineland, rheingulden of",1,"L?beck, schilling of",21,205,259
L?beck,1451,1500,Commercial,"Rhineland, rheingulden of",1,"L?beck, schilling of",24,205,259
L?beck,1451,1500,Commercial,"Rhineland, rheingulden of",1,"L?beck, schilling of",23,205,259
Denmark,1460,1470,Accounting,"Rhineland, rheingulden of",1,"L?beck, schilling of",20,205,346
L?beck,1462,,Commercial,"Rhineland, rheingulden of",1,"L?beck, schilling of",22,205,259
L?beck,1463,1468,Commercial,"Rhineland, rheingulden of",1,"L?beck, schilling of",21,205,259
L?beck,1468,,Commercial,"Rhineland, rheingulden of",1,"L?beck, schilling of",22,205,259
L?beck,1470,1478,Official,"Rhineland, rheingulden of",1,"L?beck, schilling of",24,205,259
L?beck,1479,1492,Commercial,"Rhineland, rheingulden of",1,"L?beck, schilling of",22,205,259
Borglum,1443.09.30,,Commercial,"Rhineland, rheingulden of",1,"Denmark, schilling of",22,205,346
Denmark,1447,,Accounting,"Rhineland, rheingulden of",1,"Denmark, schilling of",22,205,346
Stockholm,1455.02.18,,Commercial,"Rhineland, rheingulden of",1,"Denmark, schilling of",28,205,346
Hanse,1474.02.13,,Commercial,"Rhineland, rheingulden of",1,"Denmark, schilling of",23,205,346
Stralsund,1428,,Commercial,"Rhineland, rheingulden of",1,"Stralsund, mark of pfennige (16s.) of",2.25,211,462
Stralsund,1443,,Commercial,"Rhineland, rheingulden of",1,"Stralsund, mark of pfennige (16s.) of",3,211,462
Stralsund,1448,,Commercial,"Rhineland, rheingulden of",1,"Stralsund, mark of pfennige (16s.) of",2.75,211,462
Stralsund,1455,,Commercial,"Rhineland, rheingulden of",1,"Stralsund, mark of pfennige (16s.) of",3,211,462
Stralsund,1489,,Commercial,"Rhineland, rheingulden of",1,"Stralsund, mark of pfennige (16s.) of",3,211,462
Stralsund,1491,,Commercial,"Rhineland, rheingulden of",1,"Stralsund, mark of pfennige (16s.) of",3,211,462
Riga,1343,,Accounting,"Rhineland, rheingulden of",1,"Riga, schilling of",9.75,212,462
Riga,1348,1361,Accounting,"Rhineland, rheingulden of",1,"Riga, schilling of",9.5,212,462
Riga,1412,1415,Accounting,"Rhineland, rheingulden of",1,"Riga, schilling of",22.5,212,462
Riga,1416,1417,Accounting,"Rhineland, rheingulden of",1,"Riga, schilling of",24,212,462
Riga,1420,,Accounting,"Rhineland, rheingulden of",1,"Riga, schilling of",27,212,462
Riga,1420,,Accounting,"Rhineland, rheingulden of",1,"Riga, schilling of",27.5,212,462
Riga,1422,,Accounting,"Rhineland, rheingulden of",1,"Riga, mark of",1.08,212,462
Riga,1425,,Accounting,"Rhineland, rheingulden of",1,"Riga, mark of",1.26,212,462
Riga,1432,,Accounting,"Rhineland, rheingulden of",1,"Riga, mark of",1.5,212,462
Reval,1434,,Accounting,"Rhineland, rheingulden of",1,"Riga, mark of",1.5,212,503
Riga,1434,,Accounting,"Rhineland, rheingulden of",1,"Riga, mark of",1.56,212,462
Reval,1448,,Accounting,"Rhineland, rheingulden of",1,"Riga, mark of",1.58,212,503
Riga,1454,1458,Accounting,"Rhineland, rheingulden of",1,"Riga, mark of",1.67,212,462
Reval,1457,,Accounting,"Rhineland, rheingulden of",1,"Riga, mark of",1.67,212,503
Reval,1461,,Accounting,"Rhineland, rheingulden of",1,"Riga, mark of",1.67,212,503
Riga,1471,,Accounting,"Rhineland, rheingulden of",1,"Riga, mark of",1.67,212,462
Avignon,1376,,Bill of exchange,"Rhineland, rheingulden of",1,"Avignon, sou of",27,205,268
Pisa,1376.10.15,,Bill of exchange,"Rhineland, rheingulden of",1,"Avignon, sou of",27.5,205,343
Geneva,1439,1440,Accounting,"Rhineland, rheingulden of",1,"Savoy, gros (of Geneva) of",17,205,354
Geneva,1452.10.28,1453.01.06,Accounting,"Rhineland, rheingulden of",1,"Savoy, gros (of Geneva) of",18,205,354
Geneva,1453.08.01,1453.10.27,Accounting,"Rhineland, rheingulden of",1,"Savoy, gros (of Geneva) of",18,205,354
Geneva,1453.10.28,1454.01.05,Accounting,"Rhineland, rheingulden of",1,"Savoy, gros (of Geneva) of",19.5,205,354
Geneva,1454.01.06,,Accounting,"Rhineland, rheingulden of",1,"Savoy, gros (of Geneva) of",20,205,354
Geneva,1480,,Accounting,"Rhineland, rheingulden of",1,"Savoy, gros (of Geneva) of",17,205,354
Fribourg,1402,,Accounting,"Rhineland, rheingulden of",1,"Lausanne, sol petit of",18,205,354
Fribourg,1411.01,1411.06,Accounting,"Rhineland, rheingulden of",1,"Lausanne, sol petit of",18,205,352
Fribourg,1411.01,1411.06,Accounting,"Rhineland, rheingulden of",1,"Lausanne, sol petit of",17.5,205,352
Fribourg,1411.07,1411.12,Accounting,"Rhineland, rheingulden of",1,"Lausanne, sol petit of",17.5,205,352
Fribourg,1412,,Accounting,"Rhineland, rheingulden of",1,"Lausanne, sol petit of",17.5,205,354
Fribourg,1413.07,1413.12,Accounting,"Rhineland, rheingulden of",1,"Lausanne, sol petit of",17.5,205,352
Fribourg,1414.07.12,,Accounting,"Rhineland, rheingulden of",1,"Lausanne, sol petit of",17.67,205,352
Fribourg,1415.01,1415.06,Accounting,"Rhineland, rheingulden of",1,"Lausanne, sol petit of",17.75,205,352
Fribourg,1415.07,1415.12,Accounting,"Rhineland, rheingulden of",1,"Lausanne, sol petit of",17.75,205,352
Fribourg,1416.01,1419.06,Accounting,"Rhineland, rheingulden of",1,"Lausanne, sol petit of",17.75,205,352
Fribourg,1419.01,1419.06,Accounting,"Rhineland, rheingulden of",1,"Lausanne, sol petit of",18,205,352
Fribourg,1419.01,1419.12,Accounting,"Rhineland, rheingulden of",1,"Lausanne, sol petit of",18.92,205,352
Fribourg,1419.07,1419.12,Accounting,"Rhineland, rheingulden of",1,"Lausanne, sol petit of",17.75,205,354
Fribourg,1420.01,1420.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",24,205,354
Fribourg,1420.07,1420.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",25.5,205,352
Fribourg,1420.12.10,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",23,205,354
Fribourg,1421.01,1421.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",24,205,354
Fribourg,1421.01,1421.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",23,205,354
Fribourg,1421.07,1421.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",24,205,354
Fribourg,1422.01,1422.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",25,205,354
Fribourg,1422.07,1422.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",25.25,205,354
Fribourg,1422.07,1422.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",25,205,354
Fribourg,1422.07,1422.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",25.5,205,354
Fribourg,1423.01,1423.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",26.5,205,354
Fribourg,1423.01,1423.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",26.67,205,354
Fribourg,1423.01,1423.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",25,205,354
Fribourg,1423.01,1423.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",25.5,205,354
Fribourg,1423.07,1423.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",27,205,354
Fribourg,1423.07,1423.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",27.25,205,354
Fribourg,1423.09.29,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",27,205,354
Fribourg,1424.01,1424.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1424.01,1424.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",27,205,354
Fribourg,1424.01,1424.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",27.25,205,354
Fribourg,1424.03,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",27.5,205,354
Fribourg,1424.07,1424.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",31,205,354
Fribourg,1424.07,1424.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",31.25,205,354
Fribourg,1424.07,1424.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1425.01,1425.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1425.01,1425.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29.5,205,354
Fribourg,1425.01,1425.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1425.01.06,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1426.01,1426.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1426.07,1426.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1427.04.11,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1427.06.10,,Manual,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30.5,205,354
Fribourg,1427.07,1427.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1428.01,1428.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1428.07,1428.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1429.01,1429.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1429.01.15,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1429.04.22,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28,205,354
Fribourg,1429.07,1429.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28,205,354
Fribourg,1429.07.17,,Official,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",27.5,205,354
Fribourg,1429.08.04,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1430.01.31,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",27.5,205,354
Fribourg,1430.04.15,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28,205,354
Fribourg,1430.07,1430.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28,205,354
Fribourg,1430.08.07,,Official,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",27.5,205,354
Fribourg,1431.01,1431.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",27.5,205,354
Fribourg,1431.07,1431.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",27.5,205,354
Fribourg,1432.01,1432.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",27.5,205,354
Fribourg,1432.01,1432.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",27.21,205,354
Fribourg,1432.07,1432.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",27.5,205,354
Fribourg,1433.01,1433.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",27.5,205,354
Fribourg,1433.07,1433.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",27.5,205,354
Fribourg,1434.01.26,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",27.5,205,354
Fribourg,1434.04.21,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28,205,354
Fribourg,1434.04.24,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28,205,354
Fribourg,1434.06,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28.75,205,354
Fribourg,1434.06.05,1434.06.07,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28.5,205,354
Fribourg,1434.08.09,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28.5,205,354
Fribourg,1434.09.12,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28.5,205,354
Fribourg,1434.11.26,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28,205,354
Fribourg,1435.01,1435.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28,205,354
Fribourg,1435.01,1435.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28.5,205,354
Fribourg,1435.01,1435.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28.25,205,354
Fribourg,1435.11.01,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28.25,205,354
Fribourg,1435.12.08,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28.25,205,354
Fribourg,1435.12.31,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28.25,205,354
Fribourg,1436.01,1436.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28.25,205,354
Fribourg,1436.07,1436.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28.25,205,354
Fribourg,1437.01,1437.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28.5,205,354
Fribourg,1437.01,1437.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28.75,205,354
Fribourg,1437.07,1437.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28.75,205,354
Fribourg,1437.07,1437.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28.5,205,354
Fribourg,1437.09.17,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1437.09.17,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29.75,205,354
Fribourg,1438.01,1438.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1438.04.01,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28.5,205,354
Fribourg,1438.07,1438.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1439,1440,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1439.01,1439.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1439.07,1439.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1440.01,1440.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1440.01,1440.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1440.07,1440.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1441.01,1441.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1441.07,1441.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1442.01,1442.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1442.07,1442.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1443.01,1443.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1443.07,1443.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1444.01,1444.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1444.06,1444.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1445.01,1445.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1445.07,1445.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1446.01,1446.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1446.03.26,,Official,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28,205,354
Fribourg,1446.07,1446.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",28,205,354
Fribourg,1447.01,1447.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1447.07,1447.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1448.01,1448.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1448.07.14,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1448.08.01,,Manual,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29.5,205,354
Fribourg,1448.11.01,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29.5,205,354
Fribourg,1449.01,1449.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29.5,205,354
Fribourg,1449.01,1449.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29.75,205,354
Fribourg,1449.06.30,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29.75,205,354
Fribourg,1449.07.17,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29.75,205,354
Fribourg,1449.08.28,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1449.11.29,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1450.01,1450.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1450.07,1450.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1451.01,1451.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1451.07,1451.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1452.01,1452.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1452.07,1452.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1452.10.28,1453.01.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1453.01,1453.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1453.07,1453.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",31.67,205,354
Fribourg,1453.07,1453.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1453.08.01,1453.10.27,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",30,205,354
Fribourg,1453.10.28,1454.01.05,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",32.5,205,354
Fribourg,1454.01,1454.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",32.5,205,354
Fribourg,1454.01,1454.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",32.5,205,354
Fribourg,1454.01,1454.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",33.5,205,354
Fribourg,1454.01,1454.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",31.67,205,354
Fribourg,1454.01.06,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",33.33,205,354
